,LED Spectra,,,,,LED blocking filter transmission,,,
Intergral,1.00,1.00,1.00,1.00,,26.27,19.22,34.53,401.00
Max,0.05,0.01,0.04,0.05,,0.99,0.99,0.99,1.00
Lambda,Red LED,Green LED,Blue LED,UV LED,,Red LED,Green LED,Blue LED,UV LED
300,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,0.000000950,0.000000000,1.000000000
301,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,0.000000950,0.000000000,1.000000000
302,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,0.000000950,0.000000000,1.000000000
303,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,0.000000950,0.000000000,1.000000000
304,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,0.000000950,0.000000000,1.000000000
305,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,0.000000950,0.000000000,1.000000000
306,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,0.000000950,0.000000000,1.000000000
307,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,0.000006960,0.000000000,1.000000000
308,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,0.000006690,0.000000000,1.000000000
309,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,0.000010400,0.000000000,1.000000000
310,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,0.000000950,0.000000000,1.000000000
311,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,0.000003650,0.000000000,1.000000000
312,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,0.000003260,0.000000000,1.000000000
313,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,0.000003530,0.000000000,1.000000000
314,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,0.000002230,0.000000000,1.000000000
315,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,0.000000950,0.000000000,1.000000000
316,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,0.000002450,0.000000000,1.000000000
317,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,0.000000950,0.000000000,1.000000000
318,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,0.000007220,0.000000000,1.000000000
319,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,0.000004770,0.000000000,1.000000000
320,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,0.000000950,0.000000000,1.000000000
321,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,0.000000950,0.000000000,1.000000000
322,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,0.000000950,0.000000000,1.000000000
323,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,0.000000950,0.000000000,1.000000000
324,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,0.000004470,0.000000000,1.000000000
325,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,0.000001500,0.000000000,1.000000000
326,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,0.000004290,0.000000000,1.000000000
327,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,0.000004150,0.000000000,1.000000000
328,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,0.000000950,0.000000000,1.000000000
329,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,0.000000950,0.000000000,1.000000000
330,0.000000000,0.000000000,0.000000000,0.000193000,,0.000000000,0.000004470,0.000000000,1.000000000
331,0.000000000,0.000000000,0.000000000,0.000217000,,0.000000000,0.000000950,0.000000000,1.000000000
332,0.000000000,0.000000000,0.000000000,0.000241000,,0.000000000,0.000000950,0.000000000,1.000000000
333,0.000000000,0.000000000,0.000000000,0.000247000,,0.000000000,0.000000950,0.000000000,1.000000000
334,0.000000000,0.000000000,0.000000000,0.000254000,,0.000000000,0.000005520,0.000000000,1.000000000
335,0.000000000,0.000000000,0.000000000,0.000267000,,0.000000000,0.000000988,0.000000000,1.000000000
336,0.000000000,0.000000000,0.000000000,0.000279000,,0.000000000,0.000000950,0.000000000,1.000000000
337,0.000000000,0.000000000,0.000000000,0.000312000,,0.000000000,0.000000950,0.000000000,1.000000000
338,0.000000000,0.000000000,0.000000000,0.000345000,,0.000000000,0.000000950,0.000000000,1.000000000
339,0.000000000,0.000000000,0.000000000,0.000384000,,0.000000000,0.000000950,0.000000000,1.000000000
340,0.000000000,0.000000000,0.000000000,0.000423000,,0.000000000,0.000000950,0.000000000,1.000000000
341,0.000000000,0.000000000,0.000000000,0.000472000,,0.000000000,0.000000950,0.000000000,1.000000000
342,0.000000000,0.000000000,0.000000000,0.000521000,,0.000000000,0.000000950,0.000000000,1.000000000
343,0.000000000,0.000000000,0.000000000,0.000577000,,0.000000000,0.000005710,0.000000000,1.000000000
344,0.000000000,0.000000000,0.000000000,0.000634000,,0.000000000,0.000000950,0.000000000,1.000000000
345,0.000000000,0.000000000,0.000000000,0.000714000,,0.000000000,0.000000950,0.000000000,1.000000000
346,0.000000000,0.000000000,0.000000000,0.000794000,,0.000000000,0.000000950,0.000000000,1.000000000
347,0.000000000,0.000000000,0.000000000,0.000842000,,0.000000000,0.000005260,0.000000000,1.000000000
348,0.000000000,0.000000000,0.000000000,0.000890000,,0.000000000,0.000000950,0.000000000,1.000000000
349,0.000000000,0.000000000,0.000000000,0.000966000,,0.000000000,0.000000950,0.000000000,1.000000000
350,0.000000000,0.000000000,0.000000000,0.001040000,,0.000000000,0.000002930,0.000000000,1.000000000
351,0.000000000,0.000000000,0.000000000,0.001110000,,0.000000000,0.000002510,0.000000000,1.000000000
352,0.000000000,0.000000000,0.000000000,0.001170000,,0.000000000,0.000000950,0.000000000,1.000000000
353,0.000000000,0.000000000,0.000000000,0.001200000,,0.000000000,0.000000950,0.000000000,1.000000000
354,0.000000000,0.000000000,0.000000000,0.001220000,,0.000000000,0.000000950,0.000000000,1.000000000
355,0.000000000,0.000000000,0.000000000,0.001280000,,0.000000000,0.000004240,0.000000000,1.000000000
356,0.000000000,0.000000000,0.000000000,0.001340000,,0.000000000,0.000000950,0.000000000,1.000000000
357,0.000000000,0.000000000,0.000000000,0.001370000,,0.000000000,0.000002700,0.000000000,1.000000000
358,0.000000000,0.000000000,0.000000000,0.001400000,,0.000000000,0.000000950,0.000000000,1.000000000
359,0.000000000,0.000000000,0.000000000,0.001410000,,0.000000000,0.000000950,0.000000000,1.000000000
360,0.000000000,0.000000000,0.000000000,0.001430000,,0.000000000,0.000000950,0.000000000,1.000000000
361,0.000000000,0.000000000,0.000000000,0.001460000,,0.000000000,0.000000950,0.000000000,1.000000000
362,0.000000000,0.000000000,0.000000000,0.001500000,,0.000000000,0.000001570,0.000000000,1.000000000
363,0.000000000,0.000000000,0.000000000,0.001520000,,0.000000000,0.000000950,0.000000000,1.000000000
364,0.000000000,0.000000000,0.000000000,0.001540000,,0.000000000,0.000000950,0.000000000,1.000000000
365,0.000000000,0.000000000,0.000000000,0.001580000,,0.000000000,0.000000950,0.000000000,1.000000000
366,0.000000000,0.000000000,0.000000000,0.001620000,,0.000000000,0.000002800,0.000000000,1.000000000
367,0.000000000,0.000000000,0.000000000,0.001780000,,0.000000000,0.000000950,0.000000000,1.000000000
368,0.000000000,0.000000000,0.000000000,0.001930000,,0.000000000,0.000000950,0.000000000,1.000000000
369,0.000000000,0.000000000,0.000000000,0.002300000,,0.000000000,0.000000950,0.000000000,1.000000000
370,0.000000000,0.000000000,0.000000000,0.002660000,,0.000000000,0.000000950,0.000000000,1.000000000
371,0.000000000,0.000000000,0.000000000,0.003480000,,0.000000000,0.000002370,0.000000000,1.000000000
372,0.000000000,0.000000000,0.000000000,0.004290000,,0.000000000,0.000001620,0.000000000,1.000000000
373,0.000000000,0.000000000,0.000000000,0.005640000,,0.000000000,0.000000950,0.000000000,1.000000000
374,0.000000000,0.000000000,0.000000000,0.006980000,,0.000000000,0.000002280,0.000000000,1.000000000
375,0.000000000,0.000000000,0.000000000,0.009500000,,0.000000000,0.000000950,0.000000000,1.000000000
376,0.000000000,0.000000000,0.000000000,0.012000000,,0.000000000,0.000000950,0.000000000,1.000000000
377,0.000000000,0.000000000,0.000000000,0.015800000,,0.000000000,0.000001290,0.000000000,1.000000000
378,0.000000000,0.000000000,0.000000000,0.019600000,,0.000000000,0.000000950,0.000000000,1.000000000
379,0.000000000,0.000000000,0.000000000,0.024600000,,0.000000000,0.000000950,0.000000000,1.000000000
380,0.000000000,0.000000000,0.000000000,0.029600000,,0.000000000,0.000001390,0.000000000,1.000000000
381,0.000000000,0.000000000,0.000000000,0.034600000,,0.000000000,0.000000950,0.000000000,1.000000000
382,0.000000000,0.000000000,0.000000000,0.039600000,,0.000000000,0.000000950,0.000000000,1.000000000
383,0.000000000,0.000000000,0.000000000,0.043500000,,0.000000000,0.000000950,0.000000000,1.000000000
384,0.000000000,0.000000000,0.000000000,0.047400000,,0.000000000,0.000000950,0.000000000,1.000000000
385,0.000000000,0.000000000,0.000000000,0.049300000,,0.000000000,0.000000950,0.000000000,1.000000000
386,0.000000000,0.000000000,0.000000000,0.051300000,,0.000000000,0.000001970,0.000000100,1.000000000
387,0.000000000,0.000000000,0.000000000,0.050800000,,0.000000000,0.000000950,0.000000100,1.000000000
388,0.000000000,0.000000000,0.000000000,0.050400000,,0.000000000,0.000000950,0.000000100,1.000000000
389,0.000000000,0.000000000,0.000000000,0.048000000,,0.000000000,0.000000950,0.000000100,1.000000000
390,0.000000000,0.000000000,0.000000000,0.045600000,,0.000000000,0.000000950,0.000000100,1.000000000
391,0.000000000,0.000000000,0.000000000,0.042000000,,0.000000000,0.000000950,0.000000100,1.000000000
392,0.000000000,0.000000000,0.000000000,0.038400000,,0.000000000,0.000000996,0.000000100,1.000000000
393,0.000000000,0.000000000,0.000000000,0.034800000,,0.000000000,0.000001050,0.000000100,1.000000000
394,0.000000000,0.000000000,0.000000000,0.031100000,,0.000000000,0.000000950,0.000000100,1.000000000
395,0.000000000,0.000000000,0.000000000,0.027800000,,0.000000000,0.000000950,0.000000100,1.000000000
396,0.000000000,0.000000000,0.000000000,0.024400000,,0.000000000,0.000000950,0.000000100,1.000000000
397,0.000000000,0.000000000,0.000000000,0.021700000,,0.000000000,0.000000950,0.000000100,1.000000000
398,0.000000000,0.000000000,0.000000000,0.018900000,,0.000000000,0.000000982,0.000000100,1.000000000
399,0.000000000,0.000000000,0.000000000,0.016700000,,0.000000000,0.000000950,0.000000100,1.000000000
400,0.000000000,0.000000000,0.000000000,0.014400000,,0.000000000,0.000000950,0.000000100,1.000000000
401,0.000000000,0.000000000,0.000000000,0.012700000,,0.000000000,0.000001190,0.000000100,1.000000000
402,0.000000000,0.000000000,0.000000000,0.011100000,,0.000000000,0.000001070,0.000000100,1.000000000
403,0.000000000,0.000000000,0.000000000,0.009720000,,0.000000000,0.000000950,0.000000100,1.000000000
404,0.000000000,0.000140000,0.000000000,0.008360000,,0.000000000,0.000000950,0.000000100,1.000000000
405,0.000000000,0.000147000,0.000000000,0.007330000,,0.000000000,0.000000950,0.000000100,1.000000000
406,0.000000000,0.000155000,0.000000000,0.006290000,,0.000000000,0.000000950,0.000000100,1.000000000
407,0.000000000,0.000168000,0.000000000,0.005520000,,0.000000000,0.000000950,0.000000100,1.000000000
408,0.000000000,0.000180000,0.000000000,0.004750000,,0.000000000,0.000000950,0.000000100,1.000000000
409,0.000000000,0.000205000,0.000000000,0.004170000,,0.000000000,0.000000950,0.000000100,1.000000000
410,0.000000000,0.000229000,0.000000000,0.003590000,,0.000000000,0.000000950,0.000000100,1.000000000
411,0.000000000,0.000265000,0.000000000,0.003140000,,0.000000000,0.000000950,0.000000100,1.000000000
412,0.000000000,0.000300000,0.000000000,0.002690000,,0.000000000,0.000000950,0.000000100,1.000000000
413,0.000000000,0.000359000,0.000000000,0.002370000,,0.000000000,0.000000950,0.000000100,1.000000000
414,0.000000000,0.000417000,0.000000000,0.002040000,,0.000000000,0.000000950,0.000000100,1.000000000
415,0.000000000,0.000509000,0.000000000,0.001800000,,0.000000000,0.000000950,0.000000100,1.000000000
416,0.000000000,0.000601000,0.000000000,0.001550000,,0.000000000,0.000000950,0.000000100,1.000000000
417,0.000000000,0.000731000,0.000000000,0.001350000,,0.000000000,0.000000950,0.000000100,1.000000000
418,0.000000000,0.000861000,0.000000000,0.001150000,,0.000000000,0.000000950,0.000000100,1.000000000
419,0.000000000,0.001030000,0.000000000,0.001010000,,0.000000000,0.000000950,0.000000100,1.000000000
420,0.000000000,0.001200000,0.000000000,0.000868000,,0.000000000,0.000000950,0.000000100,1.000000000
421,0.000000000,0.001420000,0.000000000,0.000765000,,0.000000000,0.000000950,0.000000100,1.000000000
422,0.000000000,0.001640000,0.000000000,0.000663000,,0.000000000,0.000000950,0.000000100,1.000000000
423,0.000000000,0.001920000,0.000280000,0.000586000,,0.000000000,0.000000950,0.000000100,1.000000000
424,0.000000000,0.002190000,0.000296000,0.000508000,,0.000000000,0.000000950,0.000000100,1.000000000
425,0.000000000,0.002500000,0.000312000,0.000448000,,0.000000000,0.000000950,0.000000100,1.000000000
426,0.000000000,0.002820000,0.000333000,0.000388000,,0.000000000,0.000000950,0.000000100,1.000000000
427,0.000000000,0.003190000,0.000358000,0.000336000,,0.000000000,0.000000950,0.000000100,1.000000000
428,0.000000000,0.003560000,0.000384000,0.000283000,,0.000000000,0.000000950,0.000000100,1.000000000
429,0.000000000,0.003960000,0.000432000,0.000237000,,0.000000000,0.000000950,0.000000100,1.000000000
430,0.000000000,0.004360000,0.000480000,0.000191000,,0.000000000,0.000000950,0.000000100,1.000000000
431,0.000000000,0.004820000,0.000537000,0.000157000,,0.000000000,0.000000950,0.000000100,1.000000000
432,0.000000000,0.005280000,0.000607000,0.000122000,,0.000000000,0.000000950,0.000000100,1.000000000
433,0.000000000,0.005780000,0.000676000,0.000091800,,0.000000000,0.000000950,0.000000100,1.000000000
434,0.000000000,0.006280000,0.000759000,0.000061500,,0.000000000,0.000000950,0.000000100,1.000000000
435,0.000000000,0.006850000,0.000844000,0.000000000,,0.000000000,0.000000950,0.000000100,1.000000000
436,0.000000000,0.007430000,0.000964000,0.000000000,,0.000000000,0.000000950,0.000000100,1.000000000
437,0.000000000,0.008070000,0.001170000,0.000000000,,0.000000000,0.000000950,0.000000100,1.000000000
438,0.000000000,0.008710000,0.001380000,0.000000000,,0.000000000,0.000000950,0.000000100,1.000000000
439,0.000000000,0.009320000,0.001650000,0.000000000,,0.000000000,0.000000950,0.000000100,1.000000000
440,0.000000000,0.009940000,0.001940000,0.000000000,,0.000000000,0.000000950,0.000000255,1.000000000
441,0.000000000,0.010400000,0.002240000,0.000000000,,0.000000000,0.000000950,0.000000858,1.000000000
442,0.000000000,0.010900000,0.002670000,0.000000000,,0.000000000,0.000000950,0.000003280,1.000000000
443,0.000000000,0.011100000,0.003140000,0.000000000,,0.000000000,0.000000950,0.000014600,1.000000000
444,0.000000000,0.011400000,0.003620000,0.000000000,,0.000000000,0.000000950,0.000078200,1.000000000
445,0.000000000,0.011100000,0.004260000,0.000000000,,0.000000000,0.000000950,0.000541000,1.000000000
446,0.000000000,0.010900000,0.004870000,0.000000000,,0.000000000,0.000000950,0.005440000,1.000000000
447,0.000000000,0.010300000,0.005690000,0.000000000,,0.000000000,0.000000950,0.097600000,1.000000000
448,0.000000000,0.009710000,0.006530000,0.000000000,,0.000000000,0.000000950,0.929000000,1.000000000
449,0.000000000,0.008930000,0.007650000,0.000000000,,0.000000000,0.000000950,0.982000000,1.000000000
450,0.000000000,0.008140000,0.008820000,0.000000000,,0.000000000,0.000000950,0.983000000,1.000000000
451,0.000000000,0.007520000,0.010200000,0.000000000,,0.000000000,0.000000950,0.982000000,1.000000000
452,0.000000000,0.006910000,0.011500000,0.000000000,,0.000000000,0.000000950,0.987000000,1.000000000
453,0.000000000,0.006230000,0.013500000,0.000000000,,0.000000000,0.000000950,0.984000000,1.000000000
454,0.000000000,0.005560000,0.015400000,0.000000000,,0.000000000,0.000000950,0.984000000,1.000000000
455,0.000000000,0.004570000,0.017500000,0.000000000,,0.000000000,0.000000950,0.983000000,1.000000000
456,0.000000000,0.003570000,0.020100000,0.000000000,,0.000000000,0.000000950,0.985000000,1.000000000
457,0.000000000,0.003340000,0.022600000,0.000000000,,0.000000000,0.000000950,0.985000000,1.000000000
458,0.000000000,0.003110000,0.025400000,0.000000000,,0.000000000,0.000000950,0.981000000,1.000000000
459,0.000000000,0.002940000,0.028200000,0.000000000,,0.000000000,0.000000950,0.986000000,1.000000000
460,0.000000000,0.002770000,0.031200000,0.000000000,,0.000000000,0.000000950,0.989000000,1.000000000
461,0.000000000,0.002590000,0.033700000,0.000000000,,0.000000000,0.000001060,0.983000000,1.000000000
462,0.000000000,0.002410000,0.036100000,0.000000000,,0.000000000,0.000000950,0.985000000,1.000000000
463,0.000000000,0.002240000,0.037700000,0.000000000,,0.000000000,0.000006840,0.986000000,1.000000000
464,0.000000000,0.002070000,0.039000000,0.000000000,,0.000000000,0.000004510,0.985000000,1.000000000
465,0.000000000,0.001920000,0.039400000,0.000000000,,0.000000000,0.000000950,0.991000000,1.000000000
466,0.000000000,0.001770000,0.039400000,0.000000000,,0.000000000,0.000000950,0.987000000,1.000000000
467,0.000000000,0.001640000,0.038900000,0.000000000,,0.000000000,0.000000950,0.983000000,1.000000000
468,0.000000000,0.001510000,0.037300000,0.000000000,,0.000000000,0.000000950,0.987000000,1.000000000
469,0.000000000,0.001410000,0.035500000,0.000000000,,0.000000000,0.000000950,0.984000000,1.000000000
470,0.000000000,0.001310000,0.033100000,0.000000000,,0.000000000,0.000000950,0.987000000,1.000000000
471,0.000000000,0.001230000,0.030900000,0.000000000,,0.000000000,0.000000950,0.990000000,1.000000000
472,0.000000000,0.001160000,0.028500000,0.000000000,,0.000000000,0.000000950,0.984000000,1.000000000
473,0.000000000,0.001110000,0.026000000,0.000000000,,0.000000000,0.000000950,0.987000000,1.000000000
474,0.000000000,0.001060000,0.024000000,0.000000000,,0.000000000,0.000000950,0.983000000,1.000000000
475,0.000000000,0.001020000,0.021800000,0.000000000,,0.000000000,0.000000950,0.985000000,1.000000000
476,0.000000000,0.000983000,0.020100000,0.000000000,,0.000000000,0.000000950,0.989000000,1.000000000
477,0.000000000,0.000964000,0.018500000,0.000000000,,0.000000000,0.000000950,0.988000000,1.000000000
478,0.000000000,0.000945000,0.017100000,0.000000000,,0.000000000,0.000000950,0.991000000,1.000000000
479,0.000000000,0.000927000,0.015900000,0.000000000,,0.000000000,0.000000950,0.986000000,1.000000000
480,0.000000000,0.000910000,0.014700000,0.000000000,,0.000000000,0.000000950,0.987000000,1.000000000
481,0.000000000,0.000903000,0.013500000,0.000000000,,0.000000000,0.000000950,0.991000000,1.000000000
482,0.000000000,0.000896000,0.012600000,0.000000000,,0.000000000,0.000000950,0.930000000,1.000000000
483,0.000000000,0.000896000,0.011500000,0.000000000,,0.000000000,0.000000950,0.030700000,1.000000000
484,0.000000000,0.000896000,0.010500000,0.000000000,,0.000000000,0.000000950,0.001960000,1.000000000
485,0.000000000,0.000911000,0.009540000,0.000000000,,0.000000000,0.000000950,0.000474000,1.000000000
486,0.000000000,0.000926000,0.008840000,0.000000000,,0.000000000,0.000000950,0.000015000,1.000000000
487,0.000000000,0.000954000,0.007920000,0.000000000,,0.000000000,0.000000950,0.000000594,1.000000000
488,0.000000000,0.000982000,0.007120000,0.000000000,,0.000000000,0.000000950,0.000000100,1.000000000
489,0.000000000,0.001030000,0.006490000,0.000000000,,0.000000000,0.000000950,0.000000100,1.000000000
490,0.000000000,0.001080000,0.005840000,0.000000000,,0.000000000,0.000000950,0.000000100,1.000000000
491,0.000000000,0.001140000,0.005270000,0.000000000,,0.000000000,0.000000950,0.000000100,1.000000000
492,0.000000000,0.001210000,0.004810000,0.000000000,,0.000000000,0.000000950,0.000000100,1.000000000
493,0.000000000,0.001290000,0.004360000,0.000000000,,0.000000000,0.000000950,0.000000100,1.000000000
494,0.000000000,0.001370000,0.003910000,0.000000000,,0.000000000,0.000000950,0.000000100,1.000000000
495,0.000000000,0.001460000,0.003500000,0.000000000,,0.000000000,0.000000950,0.000000100,1.000000000
496,0.000000000,0.001550000,0.003250000,0.000000000,,0.000000000,0.000000950,0.000000100,1.000000000
497,0.000000000,0.001660000,0.003000000,0.000000000,,0.000000000,0.000000950,0.000000100,1.000000000
498,0.000000000,0.001760000,0.002710000,0.000000000,,0.000000000,0.000000950,0.000000100,1.000000000
